Unique_identifier,Translation,idioma_symbol,File Name
66955,"No se ha estudiado la administración conjunta. La petidina se metaboliza principalmente por CYP2B6 y, en menor medida, por CYP3A4.  La administración conjunta de ritonavir (500 mg dos veces al día) y petidina en voluntarios sanos disminuyó el AUC de petidina pero aumentó el AUC de norpetidina (un metabolito neurotóxico), posiblemente debido a la inducción de CYP2B6 por ritonavir. No se recomienda el uso a largo plazo de petidina y lopinavir/ritonavir debido a la mayor concentración de norpetidina que puede incrementar el riesgo de convulsiones.",es,ES-HIV-interactions-2019-03-13.csv
66961,"No se ha estudiado la administración conjunta. Tramadol es metabolizado por CYP 3A4, 2B6 y 2D6. El metabolismo por CYP2D6 es un metabolito más potente que el compuesto original. El nelfinavir puede aumentar la exposición al tramadol. Controle los efectos secundarios relacionados con el tramadol y el efecto analgésico. Ajuste la dosis de tramadol si es necesario.",es,ES-HIV-interactions-2019-03-13.csv
66968,"No se ha estudiado la administración conjunta, pero en función del metabolismo y el clearance, es improbable que se produzca una interacción clínicamente significativa. El ibuprofeno se metaboliza principalmente por CYP2C9 y, en menor medida, por CYP2C8 y la glucuronidación directa. Los datos in vitro indican que nelfinavir es un inductor modesto de CYP2C9, pero es improbable que se requiera un ajuste de dosis para ibuprofeno cuando se coadministra con nelfinavir.",es,ES-HIV-interactions-2019-03-13.csv
66974,"No se ha estudiado la administración conjunta, pero en función del metabolismo y el clearance, es improbable que se produzca una interacción clínicamente significativa. El piroxicam se metaboliza principalmente por CYP2C9 y los datos in vivo indican que nelfinavir es un inductor modesto de CYP2C9. Es improbable que se requiera un ajuste de dosis para piroxicam cuando se coadministra con nelfinavir.",es,ES-HIV-interactions-2019-03-13.csv
66987,"No se ha estudiado la administración conjunta, pero podría aumentar la exposición al fentanilo y, por lo tanto, puede incrementar el riesgo de depresión respiratoria. El fentanilo sufre un metabolismo extenso de CYP3A4 y la delavirdina es un inhibidor de esta enzima. Se recomienda comenzar con una dosis más baja de fentanilo y titular según se requiera con monitoreo minucioso.",es,ES-HIV-interactions-2019-03-13.csv
67003,"No se ha estudiado la administración conjunta. El tramadol se metaboliza por N-desmetilación (CYP3A4 y CYP2B6) y a un metabolito activo más potente que el compuesto original por O-desmetilación (CYP2D6). Los datos in vitro sugieren que delavirdina inhibe los CYP3A4 y CYP2D6 y puede aumentar la exposición al tramadol, pero también reduce la conversión al metabolito activo más potente. Se recomienda controlar los efectos secundarios relacionados con el tramadol y el efecto analgésico. Ajuste la dosis de tramadol de ser necesario.",es,ES-HIV-interactions-2019-03-13.csv
66990,"La administración conjunta de delavirdina (600 mg dos veces al día) y metadona (dosis media de mantenimiento 71 mg) aumentó significativamente el AUC (19%), la Cmáx (8%) y la Cmin (29%) de metadona. En comparación con los sujetos control, la metadona no tuvo efecto sobre el AUC de delavirdina. Usar con precaución y monitorear clínicamente de cerca los signos o síntomas de toxicidad por opioides. Es posible que sea necesario disminuir la dosis de metadona.",es,ES-HIV-interactions-2019-03-13.csv
67532,"No se ha estudiado la administración conjunta, pero en función del metabolismo y el clearance, es improbable que se produzca una interacción clínicamente significativa. El sumatriptán se elimina principalmente por el metabolismo mediado por la monoamino oxidasa A.",es,ES-HIV-interactions-2019-03-13.csv
66996,"No se ha estudiado la administración conjunta, pero podría aumentar la exposición a la petidina. La delavirdina es un inhibidor de CYP3A4 y la petidina se metaboliza principalmente por CYP2B6 y, en menor medida, por CYP3A4. Coadministrar con precaución debido al riesgo de efectos adversos relacionados con narcóticos. No se recomienda un ajuste de dosis a priori, pero controle y ajuste la dosis de petidina si es necesario.",es,ES-HIV-interactions-2019-03-13.csv
67006,"No se ha estudiado la administración conjunta. El ibuprofeno se metaboliza principalmente por CYP2C9 y los datos in vitro sugieren que la delavirdina es un inhibidor de CYP2C9, pero se desconoce la importancia clínica de este hallazgo in vitro. Use la dosis más baja recomendada de ibuprofeno, particularmente en pacientes con factores de riesgo de enfermedad cardiovascular, aquellos pacientes con riesgo de desarrollar complicaciones gastrointestinales, pacientes con insuficiencia hepática o renal y en pacientes de edad avanzada.",es,ES-HIV-interactions-2019-03-13.csv
67009,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de piroxicam. El piroxicam se metaboliza principalmente por CYP2C9 y los datos in vitro sugieren que la delavirdina es un inhibidor de CYP2C9.",es,ES-HIV-interactions-2019-03-13.csv
67012,La administración conjunta puede aumentar las concentraciones de amiodarona. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para la amiodarona.,es,ES-HIV-interactions-2019-03-13.csv
67015,La administración conjunta puede aumentar las concentraciones de bepridil. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para bepridil.,es,ES-HIV-interactions-2019-03-13.csv
67038,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es improbable que se produzca una interacción clínicamente significativa dado que la azitromicina se elimina principalmente por excreción biliar.",es,ES-HIV-interactions-2019-03-13.csv
67023,La administración conjunta puede aumentar las concentraciones de flecainida. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para flecainida.,es,ES-HIV-interactions-2019-03-13.csv
67026,La administración conjunta puede aumentar las concentraciones de lidocaína. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para lidocaína.,es,ES-HIV-interactions-2019-03-13.csv
67029,"No se ha estudiado la administración conjunta, pero la delavirdina puede aumentar las concentraciones de mexiletina. La mexiletina se metaboliza principalmente por CYP2D6 y, en menor medida, por CYP1A2. Se debe tener precaución y se recomienda el monitoreo de la concentración terapéutica de mexiletina.",es,ES-HIV-interactions-2019-03-13.csv
67032,La administración conjunta puede aumentar las concentraciones de propafenona. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para la propafenona.,es,ES-HIV-interactions-2019-03-13.csv
67035,La administración conjunta puede aumentar las concentraciones de quinidina. Se requiere precaución y se recomienda el monitoreo de la concentración terapéutica para la quinidina.,es,ES-HIV-interactions-2019-03-13.csv
67039,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa, ya que el metabolismo de la dapsona es principalmente N-acetilación con un componente de N-hidroxilación y se realiza a través de múltiples enzimas del citocromo P450.",es,ES-HIV-interactions-2019-03-13.csv
67042,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de eritromicina. Use con precaución y controle los efectos secundarios relacionados con la eritromicina, especialmente los eventos adversos cardíacos (prolongación del intervalo QT).",es,ES-HIV-interactions-2019-03-13.csv
67535,"No se ha estudiado la administración conjunta. La ciclofosfamida se activa a 4-hidroxiciclofosfamida por 2B6 (mayor), 2C9 y 3A4. La vía de inactivación (menor, 10%) al metabolito neurotóxico de cloroacetaldehído se da principalmente por CYP3A4. La delavirdina podría reducir potencialmente el riesgo de neurotoxicidad y aumentar la cantidad de fármaco disponible para la vía de activación que puede aumentar la eficacia y la toxicidad de la ciclofosfamida. Se recomienda un monitoreo cuidadoso de los efectos secundarios relacionados con la ciclofosfamida.",es,ES-HIV-interactions-2019-03-13.csv
67047,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. La ciprofloxacina se elimina principalmente sin cambios por los riñones mediante filtración glomerular y secreción tubular a través de OAT3. También se metaboliza y se elimina parcialmente a través de la bilis y el intestino.",es,ES-HIV-interactions-2019-03-13.csv
67050,"La administración conjunta de delavirdina (300 mg tres veces al día) y claritromicina (500 mg dos veces al día) aumentó el AUC de claritromicina en ~100%. No hubo un efecto significativo sobre la Cmax, AUC o Cmin de delavirdina. No se requiere ajuste de dosis en pacientes con función renal normal. Para pacientes con clearance de creatinina de 30-60 ml/min, reduzca la dosis de claritromicina en un 50%. Para clearance de creatinina inferiores a 30 ml/min, reduzca la dosis de claritromicina en un 75%.",es,ES-HIV-interactions-2019-03-13.csv
67053,No se ha estudiado la administración conjunta. La clindamicina se metaboliza por CYP3A4 y la coadministración puede aumentar las concentraciones de clindamicina debido a la inhibición de CYP3A. Puede ser necesaria una disminución de la dosis de clindamicina.,es,ES-HIV-interactions-2019-03-13.csv
67058,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. El etambutol se metaboliza en parte por la alcohol deshidrogenasa (20%) y se elimina parcialmente sin cambios en las heces (20%) y en la orina (50%).",es,ES-HIV-interactions-2019-03-13.csv
67061,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. La isoniazida se acetila en el hígado para formar acetilisoniazida, que luego se hidroliza a ácido isonicotínico y acetilhidrazina.",es,ES-HIV-interactions-2019-03-13.csv
67075,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. Las tetraciclinas se eliminan sin cambios principalmente por filtración glomerular.",es,ES-HIV-interactions-2019-03-13.csv
67081,"Estos fármacos no deben administrarse conjuntamente, ya que la coadministración disminuye significativamente las concentraciones de delavirdina, lo que puede reducir su efecto terapéutico. La administración conjunta de delavirdina (400-1000 mg tres veces al día) y rifabutina (300 mg una vez al día) aumentó la Cmax (128%), el AUC (230%) y la Cmin (452%) de la rifabutina. La administración conjunta de rifabutina (300 mg una vez al día) y delavirdina (400 mg tres veces al día) disminuyó la Cmax (72%), el AUC (82%) y la Cmin (94%) de delavirdina.",es,ES-HIV-interactions-2019-03-13.csv
67091,Los datos farmacocinéticos de la población en 311 pacientes que reciben delavirdina (200-400 mg tres veces al día) sugieren que el sulvimetoxazol o el trimetoprim/sulfametoxazol no afectan a la Cmin de delavirdina.,es,ES-HIV-interactions-2019-03-13.csv
67094,"No se ha estudiado la administración conjunta y no se recomienda ya que puede disminuir significativamente las concentraciones de delavirdina, lo que podría reducir su efecto terapéutico.",es,ES-HIV-interactions-2019-03-13.csv
67095,La administración conjunta puede aumentar las concentraciones de amiodarona. La coadministración está contraindicada en el SPC europeo debido a posibles reacciones adversas graves y/o potencialmente mortales como las arritmias cardíacas. La información de prescripción de los EE. UU. recomienda precaución y monitoreo de la concentración de amiodarona si se administra conjuntamente.,es,ES-HIV-interactions-2019-03-13.csv
67110,No se ha estudiado la administración conjunta pero puede aumentar las concentraciones de disopiramida. Usar con precaución. Se recomienda la monitorización terapéutica de disopiramida.,es,ES-HIV-interactions-2019-03-13.csv
67098,"La administración conjunta está contraindicada debido a la posibilidad de reacciones graves y/o potencialmente mortales, como arritmias cardíacas.",es,ES-HIV-interactions-2019-03-13.csv
67101,La administración conjunta puede aumentar las concentraciones de bepridil. La coadministración está contraindicada en el SPC europeo debido a posibles reacciones adversas graves y/o potencialmente mortales como las arritmias cardíacas. La información de prescripción de EE. UU. recomienda precaución si se administra conjuntamente.,es,ES-HIV-interactions-2019-03-13.csv
67241,"No se ha estudiado la administración conjunta y no se recomienda, ya que puede disminuir significativamente las concentraciones de nelfinavir, lo cual puede reducir el efecto terapéutico. Se predice que la magnitud de la inducción de CYP3A4 mediada por rifapentina será menor que con rifampicina pero mayor que con rifabutina. Considerar el uso de rifabutina.",es,ES-HIV-interactions-2019-03-13.csv
67104,"No se ha estudiado la administración conjunta, pero puede aumentar las concentraciones de bepridil. Bepridil se metaboliza principalmente por CYP2D6 y, en menor medida, por CYP3A4. Utilizar con precaución. Se recomienda el monitoreo de la concentración terapéutica para bepridil.",es,ES-HIV-interactions-2019-03-13.csv
67115,"La administración conjunta puede aumentar las concentraciones de flecainida, lo que podría provocar reacciones graves y/o potencialmente mortales, tales como arritmias cardíacas. La coadministración está contraindicada cuando se administra fosamprenavir/amprenavir con ritonavir.",es,ES-HIV-interactions-2019-03-13.csv
67119,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. La flecainida se metaboliza principalmente a través de CYP2D6 y una gran proporción del fármaco original también se elimina sin cambios por vía renal. Como los datos in vitro sugieren que el nelfinavir no es un inhibidor del CYP2D6, es poco probable una interacción farmacológica clínicamente relevante.",es,ES-HIV-interactions-2019-03-13.csv
67121,"No se recomienda la administración conjunta con lidocaína sistémica, ya que puede causar reacciones adversas graves. Si se justifica la coadministración, se debe usar con precaución y se recomienda el monitoreo de la concentración.",es,ES-HIV-interactions-2019-03-13.csv
67124,"No se ha estudiado la administración conjunta. La lidocaína se metaboliza por CYP1A2 y CYP3A4 y la concentración de lidocaína puede aumentar cuando se administra conjuntamente con nelfinavir. Dado que el CYP1A2 es la enzima predominante involucrada en el metabolismo de la lidocaína en el rango de concentraciones terapéuticas, no se recomienda un ajuste de dosis a priori, pero se debe monitorear la respuesta terapéutica..",es,ES-HIV-interactions-2019-03-13.csv
67129,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable que se produzca una interacción clínicamente significativa. La mexiletina se metaboliza principalmente por CYP2D6 y, en menor medida, por CYP1A2. Dado que los datos in vitro sugieren que el nelfinavir no es un inhibidor del CYP2D6, es poco probable una interacción farmacológica clínicamente relevante.",es,ES-HIV-interactions-2019-03-13.csv
67132,"La administración conjunta puede aumentar las concentraciones de propafenona, lo que podría dar lugar a reacciones graves y/o potencialmente mortales, tales como arritmias cardíacas. La coadministración está contraindicada cuando se administran fosamprenavir/amprenavir con ritonavir.",es,ES-HIV-interactions-2019-03-13.csv
67135,"No se ha estudiado la administración conjunta. La propafenona se metaboliza principalmente por CYP2D6 y, en menor medida, por los CYP 1A2 y 3A4. Los datos in vitro sugieren que el nelfinavir no es un inhibidor de CYP2D6, pero podría aumentar las concentraciones de propafenona en un grado moderado mediante la inhibición de CYP3A4. Dado que el CYP2D6 es la enzima predominante involucrada en el metabolismo de la propafenona, no se recomienda un ajuste de dosis a priori, pero se debe monitorear la respuesta terapéutica.",es,ES-HIV-interactions-2019-03-13.csv
67138,La administración conjunta puede aumentar las concentraciones de quinidina. La coadministración está contraindicada en el SPC europeo debido a posibles reacciones adversas graves y/o potencialmente mortales como las arritmias cardíacas. La información de prescripción de los EE. UU. recomienda precaución y monitoreo de la concentración de quinidina si se administra conjuntamente.,es,ES-HIV-interactions-2019-03-13.csv
67150,"La administración conjunta puede aumentar las concentraciones de dapsona. El metabolismo de la dapsona es principalmente por N-acetilación con un componente de N-hidroxilación, y se realiza a través de múltiples enzimas CYP P450. Las interacciones clínicamente significativas son poco probables, pero no pueden excluirse.",es,ES-HIV-interactions-2019-03-13.csv
67165,"No hay datos con fosamprenavir/ritonavir. La administración conjunta con amprenavir  disminuyó la Cmax de claritromicina en un 10%, pero no tuvo ningún efecto sobre el AUC o la Cmin. Cmax, AUC y Cmin de amprenavir aumentaron en un 15%, 18% y 39% respectivamente. Cuando se coadministra con fosamprenavir/ritonavir a pacientes con insuficiencia renal, se debe considerar la reducción de la dosis de claritromicina.",es,ES-HIV-interactions-2019-03-13.csv
67168,"No se ha estudiado la administración conjunta. Según los datos con claritromicina e indinavir, el nelfinavir podría aumentar las concentraciones de claritromicina. Además, la claritromicina podría incrementar la exposición al nelfinavir. No se espera que estos aumentos requieran un ajuste de dosis para pacientes con función renal normal..",es,ES-HIV-interactions-2019-03-13.csv
67542,"No se ha estudiado la administración conjunta. El paclitaxel se metaboliza principalmente por CYP2C8 y, en menor medida, por CYP3A4. La delavirdina, un inhibidor del CYP3A4, podría aumentar potencialmente la exposición al paclitaxel, aunque en un grado moderado ya que CYP2C8 es la enzima principal involucrada en el metabolismo del paclitaxel. Monitorear la toxicidad inducida por paclitaxel.",es,ES-HIV-interactions-2019-03-13.csv
67186,"No se ha estudiado la administración conjunta. Según los perfiles metabólicos conocidos, no se esperan interacciones farmacológicas clínicamente significativas entre nelfinavir y eritromicina.",es,ES-HIV-interactions-2019-03-13.csv
67183,No existen datos con amprenavir o fosamprenavir. La administración conjunta puede aumentar las concentraciones plasmáticas de amprenavir/fosamprenavir o eritromicina.,es,ES-HIV-interactions-2019-03-13.csv
67200,"La administración conjunta de amprenavir SOLUCIÓN ORAL está contraindicada debido al riesgo potencial de toxicidad de la gran cantidad de excipiente, propilenglicol, en la solución de amprenavir. El propilenglicol se metaboliza principalmente a través de la alcohol deshidrogenasa. La coadministración con medicamentos que reducen el metabolismo del alcohol (por ejemplo, metronidazol) está contraindicada.",es,ES-HIV-interactions-2019-03-13.csv
67208,"La administración conjunta puede afectar las concentraciones de warfarina. Monitoree el INR durante el tratamiento con nelfinavir, especialmente al comenzar la terapia.",es,ES-HIV-interactions-2019-03-13.csv
67219,"La administración conjunta con fosamprenavir/ritonavir (700/100 mg dos veces al día) y rifabutina (150 mg en días alternos) dio una exposición plasmática similar (sin cambios en el AUC, disminución del 14% en la Cmáx) a la rifabutina sola (300 mg una vez al día). Sin embargo, el AUC y la Cmáx de un metabolito de rifabutina aumentaron 11 y 6 veces, respectivamente, lo que podría incrementar los eventos adversos relacionados con la rifabutina (uveítis). En comparación con los datos históricos, no hubo efecto sobre la exposición a amprenavir. Cuando se coadministra con fosamprenavir/ritonavir, se recomienda una reducción del 75% de la dosis estándar de rifabutina (es decir, a 150 mg en días alternos) y puede ser necesaria una mayor reducción de la dosis.",es,ES-HIV-interactions-2019-03-13.csv
67225,El nelfinavir aumenta las concentraciones de rifabutina. Se requiere una reducción de la dosis de rifabutina a 150 mg una vez al día. La administración conjunta de nelfinavir (1250 mg dos veces al día) y rifabutina (150 mg una vez al día) no tuvo ningún efecto sobre la farmacocinética de nelfinavir.,es,ES-HIV-interactions-2019-03-13.csv
67228,La administración conjunta está contraindicada ya que la rifampicina reduce las concentraciones de amprenavir en ~90%.,es,ES-HIV-interactions-2019-03-13.csv
67235,La administración conjunta está contraindicada ya que la rifampicina disminuye el AUC de nelfinavir en un 82%. Esto puede conducir a la pérdida de la respuesta virológica y a la posible resistencia al nelfinavir u otros antirretrovirales coadministrados.,es,ES-HIV-interactions-2019-03-13.csv
67548,"No se ha estudiado la administración conjunta. La vincristina se metaboliza por CYP3A5/4. La delavirdina, un inhibidor de CYP3A4, podría aumentar la exposición a la vincristina. Se recomienda una estrecha monitorización de la toxicidad inducida por vincristina.",es,ES-HIV-interactions-2019-03-13.csv
67260,"Según los perfiles metabólicos, no se espera una interacción entre fármacos clínicamente significativa. ",es,ES-HIV-interactions-2019-03-13.csv
67264,Las concentraciones de warfarina pueden verse afectadas. Se recomienda monitorear el INR.,es,ES-HIV-interactions-2019-03-13.csv
67267,"La administración conjunta puede aumentar las concentraciones de clonazepam, lo cual resulta en una sedación mejorada.",es,ES-HIV-interactions-2019-03-13.csv
67291,"La administración conjunta está contraindicada en el SPC europeo, pero no en la información de prescripción de los EE.UU. La coadministración puede disminuir las concentraciones plasmáticas de nelfinavir. Considere alternativas al nelfinavir si la terapia con fenobarbital está justificada.",es,ES-HIV-interactions-2019-03-13.csv
67272,"La administración conjunta está contraindicada en el SPC europeo, pero no en la información de prescripción de los EE. UU. La coadministración puede disminuir las concentraciones plasmáticas de nelfinavir. Considere alternativas al nelfinavir si la terapia con carbamazepina está justificada. Existen informes de casos donde el nelfinavir causa un aumento del 53% en las concentraciones de carbamazepina, produciendo somnolencia excesiva, lo que requiere una reducción de la dosis del 33% de carbamazepina.",es,ES-HIV-interactions-2019-03-13.csv
67282,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción clínicamente significativa. La lamotrigina es principalmente glucuronidada por UGT1A4 y no existe evidencia de que el nelfinavir inhiba o induzca la UGT1A4.",es,ES-HIV-interactions-2019-03-13.csv
67285,Utilizar con precaución. La administración conjunta puede disminuir las concentraciones de amprenavir.,es,ES-HIV-interactions-2019-03-13.csv
67287,No se ha estudiado la administración conjunta. El nelfinavir puede disminuir la concentración plasmática de valproato (inducción de glucuronidación). Se recomienda un monitoreo cuidadoso de las concentraciones de valproato y/o del efecto terapéutico.,es,ES-HIV-interactions-2019-03-13.csv
67545,"No se ha estudiado la administración conjunta. La vinblastina se metaboliza por CYP3A4. La delavirdina, un inhibidor de CYP3A4, podría aumentar la exposición a la vinblastina. Se recomienda un estrecho monitoreo de la toxicidad inducida por vinblastina.",es,ES-HIV-interactions-2019-03-13.csv
67553,"No se ha estudiado la administración conjunta. La cloroquina es metabolizada por los CYP 2C8, 3A4 y 2D6, y también se elimina sin cambios a través del riñón (50%). La delavirdina podría aumentar la exposición a la cloroquina al inhibir los CYP 3A4 y 2D6, aunque en un grado moderado debido a las múltiples vías de eliminación. No se recomienda ajustar la dosis para la cloroquina, pero controle la toxicidad.",es,ES-HIV-interactions-2019-03-13.csv
67301,"La administración conjunta de nelfinavir (1250 mg dos veces al día) y fenitoína (300 mg una vez al día) no tuvo ningún efecto sobre la farmacocinética de nelfinavir, pero redujo el AUC de fenitoína en un 29%. Se deben monitorear las concentraciones de fenitoína y puede requerirse un ajuste de dosis.",es,ES-HIV-interactions-2019-03-13.csv
67311,"La administración conjunta con nelfinavir puede inhibir el metabolismo del bupropión, aumentando así las concentraciones de bupropión y disminuyendo las concentraciones de metabolitos activos. Se desconoce el efecto general de cualquier interacción.",es,ES-HIV-interactions-2019-03-13.csv
67317,"La administración conjunta puede inhibir la conversión de nelfinavir en su metabolito activo M8. Sin embargo, es poco probable que se altere la actividad antiviral general.",es,ES-HIV-interactions-2019-03-13.csv
67325,No se ha estudiado la administración conjunta. La nefazodona se metaboliza principalmente por CYP3A4 y también es un inhibidor del CYP3A4. La coadministración puede aumentar las concentraciones de nelfinavir y/o nefazodona. Monitorear los efectos secundarios.,es,ES-HIV-interactions-2019-03-13.csv
67328,La administración conjunta de fosamprenavir/ritonavir (700/100 mg dos veces al día) y paroxetina (20 mg una vez al día) disminuyó la exposición a paroxetina en ~60%. Las exposiciones a fosamprenavir y ritonavir fueron similares a los datos históricos. La titulación de paroxetina a una dosis más alta puede ser necesaria para un efecto antidepresivo óptimo.,es,ES-HIV-interactions-2019-03-13.csv
67332,"No se ha estudiado la administración conjunta pero, en función del metabolismo y el clearance, es poco probable una interacción clínicamente significativa dado que el cidofovir se elimina principalmente sin cambios por vía renal.",es,ES-HIV-interactions-2019-03-13.csv
67339,"No se ha estudiado la administración conjunta. La sertralina se metaboliza principalmente por CYP2B6 y, en menor medida, por los CYP 2C9, 2C19, 2D6 y 3A4. Los datos in vitro sugieren que el nelfinavir induce el CYP2B6 y podría disminuir las concentraciones de sertralina. Titular la dosis de sertralina según la respuesta. ",es,ES-HIV-interactions-2019-03-13.csv
67340,Podrían producirse interacciones medicamentosas graves y/o potencialmente mortales entre fosamprenavir/amprenavir y antidepresivos tricíclicos. Se recomienda monitorear la concentración de estos agentes si se administran conjuntamente.,es,ES-HIV-interactions-2019-03-13.csv
67345,"No se ha estudiado la administración conjunta pero, según el metabolismo y el clearance, es poco probable una interacción clínicamente significativa. Es improbable que el miconazol altere significativamente la farmacocinética de nelfinavir.",es,ES-HIV-interactions-2019-03-13.csv
67351,"No se ha estudiado la administración conjunta pero, según el metabolismo y el clearance, es poco probable una interacción clínicamente significativa. La desipramina se metaboliza por el CYP2D6 y los datos in vitro sugieren que el nelfinavir no es un inhibidor del CYP2D6.",es,ES-HIV-interactions-2019-03-13.csv
67551,"No se ha estudiado la administración conjunta pero, según el metabolismo y el clearance, es poco probable una interacción clínicamente significativa ya que la atovacuona se elimina principalmente sin cambios en las heces.",es,ES-HIV-interactions-2019-03-13.csv
67431,"No se ha estudiado la administración conjunta. La paroxetina se metaboliza principalmente por los CYP2D6 y 3A4. La delavirdina podría aumentar la exposición a la paroxetina. Sin embargo, esta interacción es difícil de predecir ya que la exposición a la paroxetina se redujo con IP reforzados con ritonavir (es decir, fosamprenavir, darunavir) por un mecanismo desconocido. Monitorear el efecto clínico y los efectos secundarios.",es,ES-HIV-interactions-2019-03-13.csv
67412,"La administración conjunta está contraindicada en el SPC europeo debido a la posibilidad de arritmia cardíaca potencialmente mortal, pero la información prescriptiva de EEUU recomienda precaución: los gráficos reflejan la opción más cautelosa. No existen datos con saquinavir/ritonavir. La coadministración con saquinavir no reforzado aumentó el AUC y la Cmáx de saquinavir en ~100% (datos de pacientes VIH+).",es,ES-HIV-interactions-2019-03-13.csv
67425,La administración conjunta con amprenavir puede aumentar las concentraciones de loratadina.,es,ES-HIV-interactions-2019-03-13.csv
67358,"No se ha estudiado la administración conjunta pero, según el metabolismo y el clearance, es poco probable una interacción clínicamente significativa. Nortriptyline se metaboliza principalmente por CYP2D6, pero los datos in vitro sugieren que el nelfinavir no es un inhibidor de CYP2D6.",es,ES-HIV-interactions-2019-03-13.csv
67381,"La administración conjunta está contraindicada, ya que puede aumentar las concentraciones de astemizol, lo cual puede a su vez incrementar las reacciones adversas graves y/o potencialmente mortales, tales como arritmias cardíacas.",es,ES-HIV-interactions-2019-03-13.csv
